"dgns_cd","longdesc","shortdesc","version","fyear"
"36802","Deprivation amblyopia","Deprivation amblyopia",32,2015
"36803","Refractive amblyopia","Refractive amblyopia",32,2015
"36810","Subjective visual disturbance, unspecified","Subj visual disturb NOS",32,2015
"36811","Sudden visual loss","Sudden visual loss",32,2015
"36812","Transient visual loss","Transient visual loss",32,2015
"36813","Visual discomfort","Visual discomfort",32,2015
"36814","Visual distortions of shape and size","Distortion of shape/size",32,2015
"36815","Other visual distortions and entoptic phenomena","Visual distortions NEC",32,2015
"36816","Psychophysical visual disturbances","Psychophysic visual dist",32,2015
"3682","Diplopia","Diplopia",32,2015
"36830","Binocular vision disorder, unspecified","Binocular vision dis NOS",32,2015
"36831","Suppression of binocular vision","Binocular vis suppress",32,2015
"36832","Simultaneous visual perception without fusion","Visual percept w/o fusn",32,2015
"36833","Fusion with defective stereopsis","Fusion w def stereopsis",32,2015
"36834","Abnormal retinal correspondence","Abn retina correspond",32,2015
"36840","Visual field defect, unspecified","Visual field defect NOS",32,2015
"36841","Scotoma involving central area","Central scotoma",32,2015
"36842","Scotoma of blind spot area","Scotoma of blind spot",32,2015
"36843","Sector or arcuate visual field defects","Sector or arcuate defect",32,2015
"36844","Other localized visual field defect","Visual field defect NEC",32,2015
"36845","Generalized visual field contraction or constriction","Gen visual contraction",32,2015
"36846","Homonymous bilateral field defects","Homonymous hemianopsia",32,2015
"36847","Heteronymous bilateral field defects","Heteronymous hemianopsia",32,2015
"36851","Protan defect","Protan defect",32,2015
"36852","Deutan defect","Deutan defect",32,2015
"36853","Tritan defect","Tritan defect",32,2015
"36854","Achromatopsia","Achromatopsia",32,2015
"36855","Acquired color vision deficiencies","Acq color deficiency",32,2015
"36859","Other color vision deficiencies","Color deficiency NEC",32,2015
"36860","Night blindness, unspecified","Night blindness NOS",32,2015
"36861","Congenital night blindness","Congen night blindness",32,2015
"36862","Acquired night blindness","Acquired night blindness",32,2015
"36863","Abnormal dark adaptation curve","Abn dark adaptat curve",32,2015
"36869","Other night blindness","Night blindness NEC",32,2015
"3688","Other specified visual disturbances","Visual disturbances NEC",32,2015
"3689","Unspecified visual disturbance","Visual disturbance NOS",32,2015
"36900","Profound impairment, both eyes, impairment level not further specified","Both eyes blind-who def",32,2015
"36901","Better eye: total vision impairment; lesser eye: total vision impairment","Tot impairment-both eyes",32,2015
"36902","Better eye: near-total vision impairment; lesser eye: not further specified","One eye-near tot/oth-NOS",32,2015
"36903","Better eye: near-total vision impairment; lesser eye: total vision impairment","One eye-near tot/oth-tot",32,2015
"36904","Better eye: near-total vision impairment; lesser eye: near-total vision impairment","Near-tot impair-both eye",32,2015
"36905","Better eye: profound vision impairment; lesser eye: not further specified","One eye-profound/oth-NOS",32,2015
"36906","Better eye: profound vision impairment; lesser eye: total vision impairment","One eye-profound/oth-tot",32,2015
"36907","Better eye: profound vision impairment; lesser eye: near-total vision impairment","One eye-prfnd/oth-nr tot",32,2015
"36908","Better eye: profound vision impairment; lesser eye: profound vision impairment","Profound impair both eye",32,2015
"36910","Moderate or severe impairment, better eye, impairment level not further specified","Blindness/low vision",32,2015
"36911","Better eye: severe vision impairment; lesser eye: blind, not further specified","1 eye-sev/oth-blind NOS",32,2015
"36912","Better eye: severe vision impairment; lesser eye: total vision impairment","One eye-severe/oth-total",32,2015
"36913","Better eye: severe vision impairment; lesser eye: near-total vision impairment","One eye-sev/oth-near tot",32,2015
"36914","Better eye: severe vision impairment; lesser eye: profound vision impairment","One eye-sev/oth-prfnd",32,2015
"36915","Better eye: moderate vision impairment; lesser eye: blind, not further specified","One eye-mod/oth-blind",32,2015
"36916","Better eye: moderate vision impairment; lesser eye: total vision impairment","One eye-moderate/oth-tot",32,2015
"36917","Better eye: moderate vision impairment; lesser eye: near-total vision impairment","One eye-mod/oth-near tot",32,2015
"36918","Better eye: moderate vision impairment; lesser eye: profound vision impairment","One eye-mod/oth-profound",32,2015
"36920","Moderate or severe impairment, both eyes, impairment level not further specified","Low vision, 2 eyes NOS",32,2015
"36921","Better eye: severe vision impairment; lesser eye; impairment not further specified","One eye-severe/oth-NOS",32,2015
"36922","Better eye: severe vision impairment; lesser eye: severe vision impairment","Severe impair-both eyes",32,2015
"36923","Better eye: moderate vision impairment; lesser eye: impairment not further specified","One eye-moderate/oth-NOS",32,2015
"36924","Better eye: moderate vision impairment; lesser eye: severe vision impairment","One eye-moderate/oth-sev",32,2015
"36925","Better eye: moderate vision impairment; lesser eye: moderate vision impairment","Moderate impair-both eye",32,2015
"3693","Unqualified visual loss, both eyes","Blindness NOS, both eyes",32,2015
"3694","Legal blindness, as defined in U.S.A.","Legal blindness-usa def",32,2015
"36960","Profound impairment, one eye, impairment level not further specified","Blindness, one eye",32,2015
"36961","One eye: total vision impairment; other eye: not specified","One eye-total/oth-unknwn",32,2015
"36962","One eye: total vision impairment; other eye: near-normal vision","One eye-tot/oth-near nor",32,2015
"36963","One eye: total vision impairment; other eye: normal vision","One eye-total/oth-normal",32,2015
"36964","One eye: near-total vision impairment; other eye: vision not specified","One eye-near tot/oth-NOS",32,2015
"36965","One eye: near-total vision impairment; other eye: near-normal vision","Near-tot imp/near-normal",32,2015
"36966","One eye: near-total vision impairment; other eye: normal vision","Near-total impair/normal",32,2015
"36967","One eye: profound vision impairment; other eye: vision not specified","One eye-prfound/oth-unkn",32,2015
"36968","One eye: profound vision impairment; other eye: near-normal vision","Profnd impair/near norm",32,2015
"36969","One eye: profound vision impairment; other eye: normal vision","Profound impair/normal",32,2015
"36970","Moderate or severe impairment, one eye, impairment level not further specified","Low vision, one eye",32,2015
"36971","One eye: severe vision impairment; other eye: vision not specified","One eye-severe/oth-unknw",32,2015
"36972","One eye: severe vision impairment; other eye: near-normal vision","One eye-sev/oth-nr norm",32,2015
"36973","One eye: severe vision impairment; other eye: normal vision","One eye-severe/oth-norm",32,2015
"36974","One eye: moderate vision impairment; other eye: vision not specified","One eye-mod/other-unknwn",32,2015
"36975","One eye: moderate vision impairment; other eye: near-normal vision","One eye-mod/oth-nr norm",32,2015
"36976","One eye: moderate vision impairment; other eye: normal vision","One eye-mod/oth normal",32,2015
"3698","Unqualified visual loss, one eye","Visual loss, one eye NOS",32,2015
"3699","Unspecified visual loss","Visual loss NOS",32,2015
"37000","Corneal ulcer, unspecified","Corneal ulcer NOS",32,2015
"37001","Marginal corneal ulcer","Marginal corneal ulcer",32,2015
"37002","Ring corneal ulcer","Ring corneal ulcer",32,2015
"37003","Central corneal ulcer","Central corneal ulcer",32,2015
"37004","Hypopyon ulcer","Hypopyon ulcer",32,2015
"37005","Mycotic corneal ulcer","Mycotic corneal ulcer",32,2015
"37006","Perforated corneal ulcer","Perforated corneal ulcer",32,2015
"37007","Mooren's ulcer","Mooren's ulcer",32,2015
"37020","Superficial keratitis, unspecified","Superfic keratitis NOS",32,2015
"37021","Punctate keratitis","Punctate keratitis",32,2015
"37022","Macular keratitis","Macular keratitis",32,2015
"37023","Filamentary keratitis","Filamentary keratitis",32,2015
"37024","Photokeratitis","Photokeratitis",32,2015
"37031","Phlyctenular keratoconjunctivitis","Phlycten keratoconjunct",32,2015
"37032","Limbar and corneal involvement in vernal conjunctivitis","Limbar keratoconjunctiv",32,2015
"37033","Keratoconjunctivitis sicca, not specified as Sjogren's","Keratoconjunctivit sicca",32,2015
"37034","Exposure keratoconjunctivitis","Expsure keratoconjunctiv",32,2015
"37035","Neurotrophic keratoconjunctivitis","Neurotroph keratoconjunc",32,2015
"37040","Keratoconjunctivitis, unspecified","Keratoconjunctivitis NOS",32,2015
"37044","Keratitis or keratoconjunctivitis in exanthema","Keratitis in exanthema",32,2015
"37049","Other keratoconjunctivitis","Keratoconjunctivitis NEC",32,2015
"37050","Interstitial keratitis, unspecified","Interstit keratitis NOS",32,2015
"37052","Diffuse interstitial keratitis","Diffus interstit keratit",32,2015
"37054","Sclerosing keratitis","Sclerosing keratitis",32,2015
"37055","Corneal abscess","Corneal abscess",32,2015
"37059","Other interstitial and deep keratitis","Interstit keratitis NEC",32,2015
"37060","Corneal neovascularization, unspecified","Cornea neovasculariz NOS",32,2015
"37061","Localized vascularization of cornea","Local vasculariza cornea",32,2015
"37062","Pannus (corneal)","Corneal pannus",32,2015
"37063","Deep vascularization of cornea","Deep vasculariza cornea",32,2015
"37064","Ghost vessels (corneal)","Corneal ghost vessels",32,2015
"3708","Other forms of keratitis","Keratitis NEC",32,2015
"3709","Unspecified keratitis","Keratitis NOS",32,2015
"37100","Corneal opacity, unspecified","Corneal opacity NOS",32,2015
"37101","Minor opacity of cornea","Minor opacity of cornea",32,2015
"37102","Peripheral opacity of cornea","Periph opacity of cornea",32,2015
"37103","Central opacity of cornea","Central opacity, cornea",32,2015
"37104","Adherent leucoma","Adherent leucoma",32,2015
"37105","Phthisical cornea","Phthisical cornea",32,2015
"37110","Corneal deposit, unspecified","Corneal deposit NOS",32,2015
"37111","Anterior corneal pigmentations","Ant cornea pigmentation",32,2015
"37112","Stromal corneal pigmentations","Stromal cornea pigment",32,2015
"37113","Posterior corneal pigmentations","Post cornea pigmentation",32,2015
"37114","Kayser-Fleischer ring","Kayser-fleischer ring",32,2015
"37115","Other corneal deposits associated with metabolic disorders","Oth deposit w metab dis",32,2015
"37116","Argentous corneal deposits","Argentous cornea deposit",32,2015
"37120","Corneal edema, unspecified","Corneal edema NOS",32,2015
"37121","Idiopathic corneal edema","Idiopathic corneal edema",32,2015
"37122","Secondary corneal edema","Secondary corneal edema",32,2015
"37123","Bullous keratopathy","Bullous keratopathy",32,2015
"37124","Corneal edema due to wearing of contact lenses","Edema d/t contact lens",32,2015
"37130","Corneal membrane change, unspecified","Cornea memb change NOS",32,2015
"37131","Folds and rupture of bowman's membrane","Fold of bowman membrane",32,2015
"37132","Folds in descemet's membrane","Fold in descemet membran",32,2015
"37133","Rupture in descemet's membrane","Rupture descemet membran",32,2015
"37140","Corneal degeneration, unspecified","Corneal degeneration NOS",32,2015
"37141","Senile corneal changes","Senile corneal changes",32,2015
"37142","Recurrent erosion of cornea","Recurrent cornea erosion",32,2015
"37143","Band-shaped keratopathy","Band-shaped keratopathy",32,2015
"37144","Other calcerous degenerations of cornea","Calcer cornea degen NEC",32,2015
"37145","Keratomalacia NOS","Keratomalacia NOS",32,2015
"37146","Nodular degeneration of cornea","Nodular cornea degen",32,2015
"37148","Peripheral degenerations of cornea","Peripheral cornea degen",32,2015
"37149","Other corneal degenerations","Cornea degeneration NEC",32,2015
"37150","Hereditary corneal dystrophy, unspecified","Corneal dystrophy NOS",32,2015
"37151","Juvenile epithelial corneal dystrophy","Juv epith cornea dystrph",32,2015
"37152","Other anterior corneal dystrophies","Ant cornea dystrophy NEC",32,2015
"37153","Granular corneal dystrophy","Granular cornea dystrphy",32,2015
"37154","Lattice corneal dystrophy","Lattice cornea dystrophy",32,2015
"37155","Macular corneal dystrophy","Macular cornea dystrophy",32,2015
"37156","Other stromal corneal dystrophies","Strom cornea dystrph NEC",32,2015
"37157","Endothelial corneal dystrophy","Endothel cornea dystrphy",32,2015
"37158","Other posterior corneal dystrophies","Post cornea dystrphy NEC",32,2015
"37160","Keratoconus, unspecified","Keratoconus NOS",32,2015
"37161","Keratoconus, stable condition","Keratoconus, stable",32,2015
"37162","Keratoconus, acute hydrops","Keratoconus, ac hydrops",32,2015
"37170","Corneal deformity, unspecified","Corneal deformity NOS",32,2015
"37171","Corneal ectasia","Corneal ectasia",32,2015
"37172","Descemetocele","Descemetocele",32,2015
"37173","Corneal staphyloma","Corneal staphyloma",32,2015
"37181","Corneal anesthesia and hypoesthesia","Corneal anesthesia",32,2015
"37182","Corneal disorder due to contact lens","Corneal dsdr contct lens",32,2015
"37189","Other corneal disorders","Corneal disorder NEC",32,2015
"3719","Unspecified corneal disorder","Corneal disorder NOS",32,2015
"37200","Acute conjunctivitis, unspecified","Acute conjunctivitis NOS",32,2015
"37201","Serous conjunctivitis, except viral","Serous conjunctivitis",32,2015
"37202","Acute follicular conjunctivitis","Ac follic conjunctivitis",32,2015
"37203","Other mucopurulent conjunctivitis","Mucopur conjunctivit NEC",32,2015
"37204","Pseudomembranous conjunctivitis","Pseudomemb conjunctivit",32,2015
"37205","Acute atopic conjunctivitis","Ac atopic conjunctivitis",32,2015
"37206","Acute chemical conjunctivitis","Ac chem conjunctivitis",32,2015
"37210","Chronic conjunctivitis, unspecified","Chr conjunctivitis NOS",32,2015
"37211","Simple chronic conjunctivitis","Simpl chr conjunctivitis",32,2015
"37212","Chronic follicular conjunctivitis","Chr follic conjunctivit",32,2015
"37213","Vernal conjunctivitis","Vernal conjunctivitis",32,2015
"37214","Other chronic allergic conjunctivitis","Chr allrg conjunctiv NEC",32,2015
"37215","Parasitic conjunctivitis","Parasitic conjunctivitis",32,2015
"37220","Blepharoconjunctivitis, unspecified","Blepharoconjunctivit NOS",32,2015
"37221","Angular blepharoconjunctivitis","Angular blepharoconjunct",32,2015
"37222","Contact blepharoconjunctivitis","Contact blepharoconjunct",32,2015
"37230","Conjunctivitis, unspecified","Conjunctivitis NOS",32,2015
"37231","Rosacea conjunctivitis","Rosacea conjunctivitis",32,2015
"37233","Conjunctivitis in mucocutaneous disease","Mucocutan dis conjunctiv",32,2015
"37234","Pingueculitis","Pingueculitis",32,2015
"37239","Other conjunctivitis","Conjunctivitis NEC",32,2015
"37240","Pterygium, unspecified","Pterygium NOS",32,2015
"37241","Peripheral pterygium, stationary","Periph station pterygium",32,2015
"37242","Peripheral pterygium, progressive","Periph progess pterygium",32,2015
"37243","Central pterygium","Central pterygium",32,2015
"37244","Double pterygium","Double pterygium",32,2015
"37245","Recurrent pterygium","Recurrent pterygium",32,2015
"37250","Conjunctival degeneration, unspecified","Conjunctival degen NOS",32,2015
"37251","Pinguecula","Pinguecula",32,2015
"37252","Pseudopterygium","Pseudopterygium",32,2015
"37253","Conjunctival xerosis","Conjunctival xerosis",32,2015
"37254","Conjunctival concretions","Conjunctival concretions",32,2015
"37255","Conjunctival pigmentations","Conjunctiva pigmentation",32,2015
"37256","Conjunctival deposits","Conjunctival deposits",32,2015
"37261","Granuloma of conjunctiva","Granuloma of conjunctiva",32,2015
"37262","Localized adhesions and strands of conjunctiva","Local conjunctiva adhes",32,2015
"37263","Symblepharon","Symblepharon",32,2015
"37264","Scarring of conjunctiva","Scarring of conjunctiva",32,2015
"37271","Hyperemia of conjunctiva","Hyperemia of conjunctiva",32,2015
"37272","Conjunctival hemorrhage","Conjunctival hemorrhage",32,2015
"37273","Conjunctival edema","Conjunctival edema",32,2015
"37274","Vascular abnormalities of conjunctiva","Conjunctiva vasc anomaly",32,2015
"37275","Conjunctival cysts","Conjunctival cysts",32,2015
"37281","Conjunctivochalasis","Conjunctivochalasis",32,2015
"37289","Other disorders of conjunctiva","Conjunctiva disorder NEC",32,2015
"3729","Unspecified disorder of conjunctiva","Conjunctiva disorder NOS",32,2015
"37300","Blepharitis, unspecified","Blepharitis NOS",32,2015
"37301","Ulcerative blepharitis","Ulcerative blepharitis",32,2015
"37302","Squamous blepharitis","Squamous blepharitis",32,2015
"37311","Hordeolum externum","Hordeolum externum",32,2015
"37312","Hordeolum internum","Hordeolum internum",32,2015
"37313","Abscess of eyelid","Abscess of eyelid",32,2015
"3732","Chalazion","Chalazion",32,2015
"37331","Eczematous dermatitis of eyelid","Eczem dermatitis eyelid",32,2015
"37332","Contact and allergic dermatitis of eyelid","Contact dermatit eyelid",32,2015
"37333","Xeroderma of eyelid","Xeroderma of eyelid",32,2015
"37334","Discoid lupus erythematosus of eyelid","Disc lup erythematos lid",32,2015
"3734","Infective dermatitis of eyelid of types resulting in deformity","Infect derm lid w deform",32,2015
"3735","Other infective dermatitis of eyelid","Infec dermatitis lid NEC",32,2015
"3736","Parasitic infestation of eyelid","Parasitic infest eyelid",32,2015
"3738","Other inflammations of eyelids","Inflammation eyelid NEC",32,2015
"3739","Unspecified inflammation of eyelid","Inflammation eyelid NOS",32,2015
"37400","Entropion, unspecified","Entropion NOS",32,2015
"37401","Senile entropion","Senile entropion",32,2015
"37402","Mechanical entropion","Mechanical entropion",32,2015
"37403","Spastic entropion","Spastic entropion",32,2015
"37404","Cicatricial entropion","Cicatricial entropion",32,2015
"37405","Trichiasis of eyelid without entropion","Trichiasis w/o entropion",32,2015
"37410","Ectropion, unspecified","Ectropion NOS",32,2015
"37411","Senile ectropion","Senile ectropion",32,2015
"37412","Mechanical ectropion","Mechanical ectropion",32,2015
"37413","Spastic ectropion","Spastic ectropion",32,2015
"37414","Cicatricial ectropion","Cicatricial ectropion",32,2015
"37420","Lagophthalmos, unspecified","Lagophthalmos NOS",32,2015
"37421","Paralytic lagophthalmos","Paralytic lagophthalmos",32,2015
"37422","Mechanical lagophthalmos","Mechanical lagophthalmos",32,2015
"37423","Cicatricial lagophthalmos","Cicatricial lagophthalm",32,2015
"37430","Ptosis of eyelid, unspecified","Ptosis of eyelid NOS",32,2015
"37431","Paralytic ptosis","Paralytic ptosis",32,2015
"37432","Myogenic ptosis","Myogenic ptosis",32,2015
"37433","Mechanical ptosis","Mechanical ptosis",32,2015
"37434","Blepharochalasis","Blepharochalasis",32,2015
"37441","Lid retraction or lag","Lid retraction or lag",32,2015
"37443","Abnormal innervation syndrome of eyelid","Abnorm innervation synd",32,2015
"37444","Sensory disorders of eyelid","Sensory disorders, lid",32,2015
"37445","Other sensorimotor disorders of eyelid","Sensormotr disor lid NEC",32,2015
"37446","Blepharophimosis","Blepharophimosis",32,2015
"37450","Degenerative disorder of eyelid, unspecified","Degen disorder NOS, lid",32,2015
"37451","Xanthelasma of eyelid","Xanthelasma",32,2015
"37452","Hyperpigmentation of eyelid","Hyperpigmentation lid",32,2015
"37453","Hypopigmentation of eyelid","Hypopigmentation lid",32,2015
"37454","Hypertrichosis of eyelid","Hypertrichosis of eyelid",32,2015
"37455","Hypotrichosis of eyelid","Hypotrichosis of eyelid",32,2015
"37456","Other degenerative disorders of skin affecting eyelid","Degen dis eyelid NEC",32,2015
"37481","Hemorrhage of eyelid","Hemorrhage of eyelid",32,2015
"37482","Edema of eyelid","Edema of eyelid",32,2015
"37483","Elephantiasis of eyelid","Elephantiasis of eyelid",32,2015
"37484","Cysts of eyelids","Cysts of eyelids",32,2015
"37485","Vascular anomalies of eyelid","Vascular anomaly, eyelid",32,2015
"37486","Retained foreign body of eyelid","Old foreign body, eyelid",32,2015
"37487","Dermatochalasis","Dermatochalasis",32,2015
"37489","Other disorders of eyelid","Disorders of eyelid NEC",32,2015
"3749","Unspecified disorder of eyelid","Disorder of eyelid NOS",32,2015
"37500","Dacryoadenitis, unspecified","Dacryoadenitis NOS",32,2015
"37501","Acute dacryoadenitis","Acute dacryoadenitis",32,2015
"37502","Chronic dacryoadenitis","Chronic dacryoadenitis",32,2015
"37503","Chronic enlargement of lacrimal gland","Ch enlargmnt lacrim glnd",32,2015
"37511","Dacryops","Dacryops",32,2015
"37512","Other lacrimal cysts and cystic degeneration","Lacrimal gland cyst NEC",32,2015
"37513","Primary lacrimal atrophy","Primary lacrimal atrophy",32,2015
"37514","Secondary lacrimal atrophy","Secondary lacrim atrophy",32,2015
"37515","Tear film insufficiency, unspecified","Tear film insuffic NOS",32,2015
"37516","Dislocation of lacrimal gland","Lacrimal gland dislocat",32,2015
"37520","Epiphora, unspecified as to cause","Epiphora NOS",32,2015
"37521","Epiphora due to excess lacrimation","Epiphora d/t excess tear",32,2015
"37522","Epiphora due to insufficient drainage","Epiphora d/t insuf drain",32,2015
"37530","Dacryocystitis, unspecified","Dacryocystitis NOS",32,2015
"37531","Acute canaliculitis, lacrimal","Acute canaliculitis",32,2015
"37532","Acute dacryocystitis","Acute dacryocystitis",32,2015
"37533","Phlegmonous dacryocystitis","Phlegmon dacryocystitis",32,2015
"37541","Chronic canaliculitis","Chronic canaliculitis",32,2015
"37542","Chronic dacryocystitis","Chronic dacryocystitis",32,2015
"37543","Lacrimal mucocele","Lacrimal mucocele",32,2015
"37551","Eversion of lacrimal punctum","Lacriml punctum eversion",32,2015
"37552","Stenosis of lacrimal punctum","Lacriml punctum stenosis",32,2015
"37553","Stenosis of lacrimal canaliculi","Lacrim canalic stenosis",32,2015
"37554","Stenosis of lacrimal sac","Lacrimal sac stenosis",32,2015
"37555","Obstruction of nasolacrimal duct, neonatal","Neonatal nasolacrml obst",32,2015
"37556","Stenosis of nasolacrimal duct, acquired","Acq nasolacrml stenosis",32,2015
"37557","Dacryolith","Dacryolith",32,2015
"37561","Lacrimal fistula","Lacrimal fistula",32,2015
"37569","Other changes of lacrimal passages","Lacrim passge change NEC",32,2015
"37581","Granuloma of lacrimal passages","Lacrim passage granuloma",32,2015
"37589","Other disorders of lacrimal system","Lacrimal syst dis NEC",32,2015
"3759","Unspecified disorder of lacrimal system","Lacrimal syst dis NOS",32,2015
"37600","Acute inflammation of orbit, unspecified","Acute inflam NOS, orbit",32,2015
"37601","Orbital cellulitis","Orbital cellulitis",32,2015
"37602","Orbital periostitis","Orbital periostitis",32,2015
"37603","Orbital osteomyelitis","Orbital osteomyelitis",32,2015
"37604","Orbital tenonitis","Orbital tenonitis",32,2015
"37610","Chronic inflammation of orbit, unspecified","Chr inflam NOS, orbit",32,2015
"37611","Orbital granuloma","Orbital granuloma",32,2015
"37612","Orbital myositis","Orbital myositis",32,2015
"37613","Parasitic infestation of orbit","Parasite infest, orbit",32,2015
"37621","Thyrotoxic exophthalmos","Thyrotoxic exophthalmos",32,2015
"37622","Exophthalmic ophthalmoplegia","Exophthalm ophthalmopleg",32,2015
"37630","Exophthalmos, unspecified","Exophthalmos NOS",32,2015
"37631","Constant exophthalmos","Constant exophthalmos",32,2015
"37632","Orbital hemorrhage","Orbital hemorrhage",32,2015
"37633","Orbital edema or congestion","Orbital edema",32,2015
"37634","Intermittent exophthalmos","Intermittnt exophthalmos",32,2015
"37635","Pulsating exophthalmos","Pulsating exophthalmos",32,2015
"37636","Lateral displacement of globe","Lateral globe displacmnt",32,2015
"37640","Deformity of orbit, unspecified","Deformity of orbit NOS",32,2015
"37641","Hypertelorism of orbit","Hypertelorism of orbit",32,2015
"37642","Exostosis of orbit","Exostosis of orbit",32,2015
"37643","Local deformities of orbit due to bone disease","Orbt deform d/t bone dis",32,2015
"37644","Orbital deformities associated with craniofacial deformities","Craniofacial-orbit defor",32,2015
"37645","Atrophy of orbit","Atrophy of orbit",32,2015
"37646","Enlargement of orbit","Enlargement of orbit",32,2015
"37647","Deformity of orbit due to trauma or surgery","Orbit deform d/t trauma",32,2015
"37650","Enophthalmos, unspecified as to cause","Enophthalmos NOS",32,2015
"37651","Enophthalmos due to atrophy of orbital tissue","Enophth d/t orbit atrphy",32,2015
"37652","Enophthalmos due to trauma or surgery","Enophthalmos d/t trauma",32,2015
"3766","Retained (old) foreign body following penetrating wound of orbit","Old foreign body, orbit",32,2015
"37681","Orbital cysts","Orbital cysts",32,2015
"37682","Myopathy of extraocular muscles","Extraocul muscl myopathy",32,2015
"37689","Other orbital disorders","Orbital disorders NEC",32,2015
"3769","Unspecified disorder of orbit","Orbital disorder NOS",32,2015
"37700","Papilledema, unspecified","Papilledema NOS",32,2015
"37701","Papilledema associated with increased intracranial pressure","Papilledema w incr press",32,2015
"37702","Papilledema associated with decreased ocular pressure","Papilledema w decr press",32,2015
"37703","Papilledema associated with retinal disorder","Papilledema w retina dis",32,2015
"37704","Foster-Kennedy syndrome","Foster-kennedy syndrome",32,2015
"37710","Optic atrophy, unspecified","Optic atrophy NOS",32,2015
"37711","Primary optic atrophy","Primary optic atrophy",32,2015
"37712","Postinflammatory optic atrophy","Postinflam optic atrophy",32,2015
"37713","Optic atrophy associated with retinal dystrophies","Optic atrph w retin dyst",32,2015
"37714","Glaucomatous atrophy [cupping] of optic disc","Cupping of optic disc",32,2015
"37715","Partial optic atrophy","Partial optic atrophy",32,2015
"37716","Hereditary optic atrophy","Hereditary optic atrophy",32,2015
"37721","Drusen of optic disc","Drusen of optic disc",32,2015
"37722","Crater-like holes of optic disc","Crater-like hole op disc",32,2015
"37723","Coloboma of optic disc","Coloboma of optic disc",32,2015
"37724","Pseudopapilledema","Pseudopapilledema",32,2015
"37730","Optic neuritis, unspecified","Optic neuritis NOS",32,2015
"37731","Optic papillitis","Optic papillitis",32,2015
"37732","Retrobulbar neuritis (acute)","Retrobulbar neuritis",32,2015
"37733","Nutritional optic neuropathy","Nutrition optc neuropthy",32,2015
"37734","Toxic optic neuropathy","Toxic optic neuropathy",32,2015
"37739","Other optic neuritis","Optic neuritis NEC",32,2015
"37741","Ischemic optic neuropathy","Ischemic optic neuropthy",32,2015
"37742","Hemorrhage in optic nerve sheaths","Optic nerve sheath hemor",32,2015
"37743","Optic nerve hypoplasia","Optic nerve hypoplasia",32,2015
"37749","Other disorders of optic nerve","Optic nerve disorder NEC",32,2015
"37751","Disorders of optic chiasm associated with pituitary neoplasms and disorders","Opt chiasm w pituit dis",32,2015
"37752","Disorders of optic chiasm associated with other neoplasms","Opt chiasm dis/neopl NEC",32,2015
"37753","Disorders of optic chiasm associated with vascular disorders","Opt chiasm w vascul dis",32,2015
"37754","Disorders of optic chiasm associated with inflammatory disorders","Op chiasm dis w infl dis",32,2015
"37761","Disorders of other visual pathways associated with neoplasms","Vis path dis w neoplasms",32,2015
"37762","Disorders of other visual pathways associated with vascular disorders","Vis path dis w vasc dis",32,2015
"37763","Disorders of other visual pathways associated with inflammatory disorders","Vis path dis w infl dis",32,2015
"37771","Disorders of visual cortex associated with neoplasms","Vis cortx dis w neoplasm",32,2015
"37772","Disorders of visual cortex associated with vascular disorders","Vis cortx dis w vasc dis",32,2015
"37773","Disorders of visual cortex associated with inflammatory disorders","Vis cortex dis w inflam",32,2015
"37775","Cortical blindness","Cortical blindness",32,2015
"3779","Unspecified disorder of optic nerve and visual pathways","Optic nerve disorder NOS",32,2015
"37800","Esotropia, unspecified","Esotropia NOS",32,2015
"37801","Monocular esotropia","Monocular esotropia",32,2015
"37802","Monocular esotropia with A pattern","Monoc esotrop w a pattrn",32,2015
"37803","Monocular esotropia with V pattern","Monoc esotrop w v pattrn",32,2015
"37804","Monocular esotropia with other noncomitancies","Monoc esotrop w x/y pat",32,2015
"37805","Alternating esotropia","Alternating esotropia",32,2015
"37806","Alternating esotropia with A pattern","Alt esotropia w a pattrn",32,2015
"37807","Alternating esotropia with V pattern","Alt esotropia w v pattrn",32,2015
"37808","Alternating esotropia with other noncomitancies","Alt esotrop w x/y pattrn",32,2015
"37810","Exotropia, unspecified","Exotropia NOS",32,2015
"37811","Monocular exotropia","Monocular exotropia",32,2015
"37812","Monocular exotropia with A pattern","Monoc exotrop w a pattrn",32,2015
"37813","Monocular exotropia with V pattern","Monoc exotrop w v pattrn",32,2015
"37814","Monocular exotropia with other noncomitancies","Monoc exotrop w x/y pat",32,2015
"37815","Alternating exotropia","Alternating exotropia",32,2015
"37816","Alternating exotropia with A pattern","Alt exotropia w a pattrn",32,2015
"37817","Alternating exotropia with V pattern","Alt exotropia w v pattrn",32,2015
"37818","Alternating exotropia with other noncomitancies","Alt exotrop w x/y pattrn",32,2015
"37820","Intermittent heterotropia, unspecified","Intermit heterotrop NOS",32,2015
"37821","Intermittent esotropia, monocular","Intermit monoc esotropia",32,2015
"37822","Intermittent esotropia, alternating","Intermit altrn esotropia",32,2015
"37823","Intermittent exotropia, monocular","Intermit monoc exotropia",32,2015
"37824","Intermittent exotropia, alternating","Intermit altrn exotropia",32,2015
"37830","Heterotropia, unspecified","Heterotropia NOS",32,2015
"37831","Hypertropia","Hypertropia",32,2015
"37832","Hypotropia","Hypotropia",32,2015
"37833","Cyclotropia","Cyclotropia",32,2015
"37834","Monofixation syndrome","Monofixation syndrome",32,2015
"37835","Accommodative component in esotropia","Accommodative esotropia",32,2015
